,Unnamed: 0,parl_id,syls,parly,gender,name,wikidataid,county,constituency,region,msp_type,office_held,year_born,age
644,645,3061,186747,4th,F,Margaret Mitchell,Q1894872,,,Central Scotland,Region,,1952,69
645,646,3101,141246,4th,M,Hanzala Malik,Q1584068,,,Glasgow,Region,,1956,65
646,647,3129,26841,4th,M,Bill Kidd,Q862234,Glasgow City,Glasgow Anniesland,Glasgow,Constituency,,1956,65
647,648,3743,162131,4th,M,Nigel Don,Q181224,Angus,Angus North and Mearns,North East Scotland,Constituency,,1954,67
648,649,3745,150386,4th,M,Dennis Robertson,Q1189468,Aberdeenshire,Aberdeenshire West,North East Scotland,Constituency,,1956,65
649,650,3751,69397,4th,M,Colin Beattie,Q1108343,Midlothian,Midlothian North and Musselburgh,Lothian,Constituency,,1951,70
650,651,3758,336060,4th,M,Jamie Hepburn,Q1681399,North Lanarkshire,Cumbernauld and Kilsyth,Central Scotland,Constituency,,1979,42
651,652,3758,336060,4th,M,Jamie Hepburn,Q1681399,North Lanarkshire,Cumbernauld and Kilsyth,Central Scotland,Constituency,"The Minister for Sport, Health Improvement and Mental Health",1979,42
652,653,3759,205483,4th,F,Christina McKelvie,Q1083222,South Lanarkshire,"Hamilton, Larkhall and Stonehouse",Central Scotland,Constituency,,1968,53
653,654,3763,167279,4th,M,Stuart McMillan,Q2357916,,,West Scotland,Region,,1972,49
654,655,3771,208311,4th,M,Bob Doris,Q887886,,,Glasgow,Region,,1973,48
655,656,3775,191041,4th,F,Aileen Campbell,Q405017,South Lanarkshire,Clydesdale,South Scotland,Constituency,The Minister for Local Government and Planning,1980,41
656,657,3775,191041,4th,F,Aileen Campbell,Q405017,South Lanarkshire,Clydesdale,South Scotland,Constituency,The Minister for Children and Young People,1980,41
657,658,3806,146468,4th,M,David Stewart,Q1176741,,,Highlands and Islands,Region,,1956,65
658,659,3812,200562,4th,F,Kezia Dugdale,Q1740370,,,Lothian,Region,,1981,40
659,660,3815,42875,4th,M,John Park,Q1701321,,,Mid Scotland and Fife,Region,,1973,48
660,661,3824,140517,4th,F,Margaret McDougall,Q1894865,,,West Scotland,Region,,1949,72
661,662,3896,388444,4th,M,Liam McArthur,Q1691804,Orkney Islands,Orkney Islands,Highlands and Islands,Constituency,,1967,54
662,663,3901,81750,4th,M,Joe FitzPatrick,Q1612012,Dundee City,Dundee City West,North East Scotland,Constituency,,1967,54
663,664,3901,81750,4th,M,Joe FitzPatrick,Q1612012,Dundee City,Dundee City West,North East Scotland,Constituency,The Minister for Parliamentary Business,1967,54
664,665,3907,106215,4th,M,Willie Coffey,Q524532,East Ayrshire,Kilmarnock and Irvine Valley,South Scotland,Constituency,,1958,63
665,666,4016,84774,4th,M,John Lamont,Q1700778,Scottish Borders,"Ettrick, Roxburgh and Berwickshire",South Scotland,Constituency,,1976,45
666,667,4080,234096,4th,F,Alison McInnes,Q2647236,,,North East Scotland,Region,,1957,64
667,668,4086,234569,4th,M,Jim Hume,Q1689118,,,South Scotland,Region,,1962,59
668,669,4934,193780,4th,F,Alison Johnstone,Q2647232,,,Lothian,Region,,1965,56
669,670,4938,128176,4th,M,Richard Lyle,Q2150126,,,Central Scotland,Region,,1950,71
670,671,4939,88197,4th,M,Angus MacDonald,Q544483,Falkirk,Falkirk East,Central Scotland,Constituency,,1963,58
671,672,4940,174669,4th,F,Clare Adamson,Q540328,,,Central Scotland,Region,,1967,54
672,673,4941,197717,4th,M,Humza Yousaf,Q174924,,,Glasgow,Region,,1985,36
673,674,4941,197717,4th,M,Humza Yousaf,Q174924,,,Glasgow,Region,The Minister for External Affairs and International Development,1985,36
674,675,4941,197717,4th,M,Humza Yousaf,Q174924,,,Glasgow,Region,The Minister for Europe and International Development,1985,36
675,676,4947,158278,4th,M,John Finnie,Q1495635,,,Highlands and Islands,Region,,1956,65
676,677,4948,141237,4th,M,Mike MacKenzie,Q1933290,,,Highlands and Islands,Region,,1958,63
677,678,4951,213774,4th,F,Joan McAlpine,Q512681,,,South Scotland,Region,,1962,59
678,679,4951,213774,4th,F,Joan McAlpine,Q512681,,,South Scotland,Region,The Parliamentary Liaison Officer to the Office of the First Minister,1962,59
679,680,4952,452493,4th,M,Paul Wheelhouse,Q2063093,,,South Scotland,Region,,1970,51
680,681,4952,452493,4th,M,Paul Wheelhouse,Q2063093,,,South Scotland,Region,The Minister for Environment and Climate Change,1970,51
681,682,4952,452493,4th,M,Paul Wheelhouse,Q2063093,,,South Scotland,Region,The Minister for Community Safety and Legal Affairs,1970,51
682,683,4955,172742,4th,M,Jim Eadie,Q1689091,City of Edinburgh,Edinburgh Southern,Lothian,Constituency,,1968,53
683,684,4956,73650,4th,M,Colin Keir,Q5145257,City of Edinburgh,Edinburgh Western,Lothian,Constituency,,1959,62
684,685,4956,73650,4th,M,Colin Keir,Q5145257,City of Edinburgh,Edinburgh Western,Lothian,Constituency,.,1959,62
685,686,4964,345542,4th,M,Mark McDonald,Q1900265,,,North East Scotland,Region,,1980,41
686,687,4964,345542,4th,M,Mark McDonald,Q1900265,Aberdeen City,Aberdeen Donside,North East Scotland,Constituency,,1980,41
687,688,4964,345542,4th,M,Mark McDonald,Q1900265,Aberdeen City,Aberdeen Donside,North East Scotland,Constituency,,1980,41
688,689,4965,139723,4th,M,Christian Allard,Q13224746,,,North East Scotland,Region,,1964,57
689,690,4965,139723,4th,M,Christian Allard,Q13224746,,,North East Scotland,Region,,1964,57
690,691,4965,139723,4th,M,Christian Allard,Q13224746,,,North East Scotland,Region,The Minister for Commonwealth Games and Sport,1964,57
691,692,4965,139723,4th,M,Christian Allard,Q13224746,,,North East Scotland,Region,"The Minister for Energy, Enterprise and Tourism",1964,57
692,693,4965,139723,4th,M,Christian Allard,Q13224746,,,North East Scotland,Region,"The Cabinet Secretary for Finance, Employment and Sustainable Growth",1964,57
693,694,4965,139723,4th,M,Christian Allard,Q13224746,,,North East Scotland,Region,,1964,57
694,695,4966,318168,4th,M,Derek Mackay,Q1200058,Renfrewshire,Renfrewshire North and West,West Scotland,Constituency,,1977,44
695,696,4966,318168,4th,M,Derek Mackay,Q1200058,Renfrewshire,Renfrewshire North and West,West Scotland,Constituency,The Minister for Local Government and Planning,1977,44
696,697,4966,318168,4th,M,Derek Mackay,Q1200058,Renfrewshire,Renfrewshire North and West,West Scotland,Constituency,The Minister for Transport and Islands,1977,44
697,698,4976,169029,4th,F,Ruth Davidson,Q2177593,,,Glasgow,Region,,1978,43
698,699,4984,110607,4th,M,Cameron Buchanan,Q16107237,,,Lothian,Region,,1946,75
699,700,4984,110607,4th,M,Cameron Buchanan,Q16107237,,,Lothian,Region,,1946,75
700,701,4984,110607,4th,M,Cameron Buchanan,Q16107237,,,Lothian,Region,The Cabinet Secretary for Justice,1946,75
701,702,4984,110607,4th,M,Cameron Buchanan,Q16107237,,,Lothian,Region,,1946,75
702,703,5009,266754,4th,M,Willie Rennie,Q2581473,,,Mid Scotland and Fife,Region,,1967,54
703,704,5034,272747,4th,F,Jenny Marra,Q1687049,,,North East Scotland,Region,,1977,44
704,705,5035,12276,4th,F,Lesley Brennan,Q22131946,,,North East Scotland,Region,,1972,49
705,706,5038,129314,4th,F,Jayne Baxter,Q6167868,,,Mid Scotland and Fife,Region,,1955,66
706,707,5041,139991,4th,F,Siobhan McMahon,Q1726790,,,Central Scotland,Region,,1984,37
707,708,5042,135007,4th,M,Mark Griffin,Q1900077,,,Central Scotland,Region,,1985,36
708,709,5047,143886,4th,F,Anne McTaggart,Q565600,,,Glasgow,Region,,1970,51
709,710,5054,264386,4th,M,Neil Findlay,Q979197,,,Lothian,Region,,1969,52
710,711,5057,193121,4th,M,Graeme Pearson,Q1541328,,,South Scotland,Region,,1950,71
711,712,5059,141908,4th,F,Mary Fee,Q1906255,,,West Scotland,Region,,1954,67
712,713,5060,148636,4th,M,Neil Bibby,Q1557330,,,West Scotland,Region,,1983,38
713,714,5074,96600,4th,M,Gordon MacDonald,Q1538053,City of Edinburgh,Edinburgh Pentlands,Lothian,Constituency,,1960,61
714,715,5075,81378,4th,M,David Torrance ,Q1176878,Fife,Kirkcaldy,Mid Scotland and Fife,Constituency,,1961,60
715,716,5078,4170,4th,M,Bill Walker,Q862635,Fife,Dunfermline,Mid Scotland and Fife,Constituency,,1942,79
716,717,5079,162134,4th,M,Drew Smith,Q1258767,,,Glasgow,Region,,1951,70
717,718,5080,134583,4th,F,Margaret McCulloch,Q1636293,,,Central Scotland,Region,,1952,69
718,719,5106,193520,4th,M,Kevin Stewart,Q1740263,Aberdeen City,Aberdeen Central,North East Scotland,Constituency,,1968,53
719,720,5107,184882,4th,M,Graeme Dey,Q1349075,Angus,Angus South,North East Scotland,Constituency,,1962,59
720,721,5108,280662,4th,F,Margaret Burgess,Q289184,North Ayrshire,Cunninghame South,West Scotland,Constituency,,1949,72
721,722,5108,280662,4th,F,Margaret Burgess,Q289184,North Ayrshire,Cunninghame South,West Scotland,Constituency,The Minister for Housing and Welfare,1949,72
722,723,5109,169783,4th,M,Marco Biagi,Q1893669,City of Edinburgh,Edinburgh Central,Lothian,Constituency,,1982,39
723,724,5109,169783,4th,M,Marco Biagi,Q1893669,City of Edinburgh,Edinburgh Central,Lothian,Constituency,The Minister for Local Government and Community Empowerment,1982,39
724,725,5110,282250,4th,M,John Mason,Q1700987,Glasgow City,Glasgow Shettleston,Glasgow,Constituency,,1957,64
725,726,5119,108509,4th,M,Alex Rowley,Q16191157,Fife,Cowdenbeath,Mid Scotland and Fife,Constituency,,1963,58
726,727,5119,108509,4th,M,Alex Rowley,Q16191157,Fife,Cowdenbeath,Mid Scotland and Fife,Constituency,"The Minister for Learning, Science and Scotland‘s Languages",1963,58
727,728,5119,108509,4th,M,Alex Rowley,Q16191157,Fife,Cowdenbeath,Mid Scotland and Fife,Constituency,,1963,58
728,729,5556,112547,4th,F,Cara Hilton,Q15101536,Fife,Dunfermline,Mid Scotland and Fife,Constituency,,1975,46
729,730,5556,112547,4th,F,Cara Hilton,Q15101536,Fife,Dunfermline,Mid Scotland and Fife,Constituency,,1975,46
730,731,1735,270153,5th,F,Angela Constance,Q524077,West Lothian,Almond Valley,Lothian,Constituency,The Cabinet Secretary for Education and Lifelong Learning,1970,51
731,732,1735,270153,5th,F,Angela Constance,Q524077,West Lothian,Almond Valley,Lothian,Constituency,"The Cabinet Secretary for Communities, Social Security and Equalities",1970,51
732,733,1735,270153,5th,F,Angela Constance,Q524077,West Lothian,Almond Valley,Lothian,Constituency,,1970,51
733,734,1735,270153,5th,F,Angela Constance,Q524077,West Lothian,Almond Valley,Lothian,Constituency,The Minister for Drug Policy,1970,51
734,735,1735,270153,5th,F,Angela Constance,Q524077,West Lothian,Almond Valley,Lothian,Constituency,The Minister for Drugs Policy,1970,51
735,736,1742,215262,5th,F,Annabelle Ewing,Q564093,Fife,Cowdenbeath,Mid Scotland and Fife,Constituency,The Minister for Youth and Women’s Employment,1960,61
736,737,1742,215262,5th,F,Annabelle Ewing,Q564093,Fife,Cowdenbeath,Mid Scotland and Fife,Constituency,The Minister for Community Safety and Legal Affairs,1960,61
737,738,1742,215262,5th,F,Annabelle Ewing,Q564093,Fife,Cowdenbeath,Mid Scotland and Fife,Constituency,,1960,61
738,739,1756,60660,5th,F,Christine Grahame,Q467108,Midlothian,"Midlothian South, Tweeddale and Lauderdale",South Scotland,Constituency,,1944,77
739,740,1756,60660,5th,F,Christine Grahame,Q467108,Midlothian,"Midlothian South, Tweeddale and Lauderdale",South Scotland,Constituency,The Deputy Presiding Officer,1944,77
740,741,1759,198315,5th,F,Claudia Beamish,Q1097337,,,South Scotland,Region,,1952,69
741,742,1769,168253,5th,F,Elaine Smith,Q305347,,,Central Scotland,Region,The Deputy Presiding Officer,1963,58
742,743,1769,168253,5th,F,Elaine Smith,Q305347,,,Central Scotland,Region,,1963,58
743,744,1773,356860,5th,F,Fiona Hyslop,Q1418512,West Lothian,Linlithgow,Lothian,Constituency,"The Cabinet Secretary for Culture, Europe and External Affairs",1964,57
744,745,1773,356860,5th,F,Fiona Hyslop,Q1418512,West Lothian,Linlithgow,Lothian,Constituency,"The Cabinet Secretary for Culture, Tourism and External Affairs",1964,57
745,746,1773,356860,5th,F,Fiona Hyslop,Q1418512,West Lothian,Linlithgow,Lothian,Constituency,"The Cabinet Secretary for Economy, Fair Work and Culture",1964,57
746,747,1783,271497,5th,F,Jackie Baillie,Q544729,West Dunbartonshire,Dumbarton,West Scotland,Constituency,,1964,57
747,748,1814,26756,5th,F,Linda Fabiani,Q467097,South Lanarkshire,East Kilbride,Central Scotland,Constituency,,1956,65
748,749,1814,26756,5th,F,Linda Fabiani,Q467097,South Lanarkshire,East Kilbride,Central Scotland,Constituency,The Deputy Presiding Officer,1956,65
749,750,1841,124291,5th,F,Maureen Watt,Q540381,Aberdeen City,Aberdeen South and North Kincardine,North East Scotland,Constituency,The Minister for Public Health,1951,70
750,751,1841,124291,5th,F,Maureen Watt,Q540381,Aberdeen City,Aberdeen South and North Kincardine,North East Scotland,Constituency,The Minister for Mental Health,1951,70
751,752,1841,124291,5th,F,Maureen Watt,Q540381,Aberdeen City,Aberdeen South and North Kincardine,North East Scotland,Constituency,,1951,70
752,753,1848,1751661,5th,F,Nicola Sturgeon,Q467112,Glasgow City,Glasgow Southside,Glasgow,Constituency,The First Minister,1970,51
753,754,1857,243880,5th,F,Pauline McNeill,Q2063795,,,Glasgow,Region,,1962,59
754,755,1860,235684,5th,F,Rhoda Grant,Q769138,,,Highlands and Islands,Region,,1963,58
755,756,1863,320237,5th,F,Roseanna Cunningham,Q333953,Perth and Kinross,Perthshire South and Kinross-shire,Mid Scotland and Fife,Constituency,"The Cabinet Secretary for Fair Work, Skills and Training",1951,70
756,757,1863,320237,5th,F,Roseanna Cunningham,Q333953,Perth and Kinross,Perthshire South and Kinross-shire,Mid Scotland and Fife,Constituency,"The Cabinet Secretary for the Environment, Climate Change and Land Reform",1951,70
757,758,1863,320237,5th,F,Roseanna Cunningham,Q333953,Perth and Kinross,Perthshire South and Kinross-shire,Mid Scotland and Fife,Constituency,"The Cabinet Secretary for Environment, Climate Change and Land Reform",1951,70
758,759,1865,145816,5th,F,Sandra White,Q466861,Glasgow City,Glasgow Kelvin,Glasgow,Constituency,,1951,70
759,760,1866,72135,5th,F,Sarah Boyack,Q544089,,,Lothian,Region,,1961,60
760,761,1870,297129,5th,F,Shona Robison,Q444675,Dundee City,Dundee City East,North East Scotland,Constituency,"The Cabinet Secretary for Health, Wellbeing and Sport",1966,55
761,762,1870,297129,5th,F,Shona Robison,Q444675,Dundee City,Dundee City East,North East Scotland,Constituency,The Cabinet Secretary for Health and Sport,1966,55
762,763,1870,297129,5th,F,Shona Robison,Q444675,Dundee City,Dundee City East,North East Scotland,Constituency,,1966,55
763,764,1893,8571,5th,M,Alex Johnstone,Q2641395,,,North East Scotland,Region,,1961,60
764,765,1894,57888,5th,M,Alex Neil,Q1515752,North Lanarkshire,Airdrie and Shotts,Central Scotland,Constituency,"The Cabinet Secretary for Social Justice, Communities and Pensioners’ Rights",1951,70
765,766,1894,57888,5th,M,Alex Neil,Q1515752,North Lanarkshire,Airdrie and Shotts,Central Scotland,Constituency,,1951,70
766,767,1932,138405,5th,M,Bruce Crawford,Q559391,Stirling,Stirling,Mid Scotland and Fife,Constituency,,1955,66
767,768,1994,412951,5th,M,Fergus Ewing,Q559022,Highland,Inverness and Nairn,Highlands and Islands,Constituency,"The Minister for Business, Energy and Tourism",1957,64
768,769,1994,412951,5th,M,Fergus Ewing,Q559022,Highland,Inverness and Nairn,Highlands and Islands,Constituency,The Cabinet Secretary for Rural Economy and Connectivity,1957,64
769,770,1994,412951,5th,M,Fergus Ewing,Q559022,Highland,Inverness and Nairn,Highlands and Islands,Constituency,The Cabinet Secretary for the Rural Economy,1957,64
770,771,1994,412951,5th,M,Fergus Ewing,Q559022,Highland,Inverness and Nairn,Highlands and Islands,Constituency,The Cabinet Secretary for Rural Economy and Tourism,1957,64
771,772,2010,35886,5th,M,Gil Paterson,Q200615,East Dunbartonshire,Clydebank and Milngavie,West Scotland,Constituency,,1942,79
772,773,2015,165249,5th,M,Gordon Lindhurst,Q24034371,,,Lothian,Region,,1967,54
773,774,2033,186916,5th,M,Iain Gray,Q1421398,East Lothian,East Lothian,South Scotland,Constituency,,1957,64
774,775,2059,176958,5th,M,James Kelly,Q1519985,,,Glasgow,Region,,1963,58
775,776,2080,147096,5th,F,Johann Lamont,Q544698,,,Glasgow,Region,,1957,64
776,777,2098,635426,5th,M,John Swinney,Q333811,Perth and Kinross,Perthshire North,Mid Scotland and Fife,Constituency,The Deputy First Minister,1964,57
777,778,2098,635426,5th,M,John Swinney,Q333811,Perth and Kinross,Perthshire North,Mid Scotland and Fife,Constituency,The Deputy First Minister and Cabinet Secretary for Education and Skills,1964,57
778,779,2103,288754,5th,M,Keith Brown,Q1738042,Clackmannanshire,Clackmannanshire and Dunblane,Mid Scotland and Fife,Constituency,"The Cabinet Secretary for Infrastructure, Investment and Cities",1961,60
779,780,2103,288754,5th,M,Keith Brown,Q1738042,Clackmannanshire,Clackmannanshire and Dunblane,Mid Scotland and Fife,Constituency,"The Cabinet Secretary for Economy, Jobs and Fair Work",1961,60
780,781,2103,288754,5th,M,Keith Brown,Q1738042,Clackmannanshire,Clackmannanshire and Dunblane,Mid Scotland and Fife,Constituency,,1961,60
781,782,2108,2044957,5th,M,Ken Macintosh,Q1738887,,,West Scotland,Region,,1962,59
782,783,2108,2044957,5th,M,Ken Macintosh,Q1738887,,,West Scotland,Region,The Presiding Officer,1962,59
783,784,2110,256937,5th,M,Kenneth Gibson,Q944741,North Ayrshire,Cunninghame North,West Scotland,Constituency,,1961,60
784,785,2117,172224,5th,M,Lewis Macdonald,Q1822125,,,North East Scotland,Region,,1957,64
785,786,2117,172224,5th,M,Lewis Macdonald,Q1822125,,,North East Scotland,Region,The Deputy Presiding Officer,1957,64
786,787,2127,206702,5th,M,Mark Ruskell,Q1900397,,,Mid Scotland and Fife,Region,,1972,49
787,788,2133,454966,5th,M,Michael Matheson,Q121780,Falkirk,Falkirk West,Central Scotland,Constituency,The Cabinet Secretary for Justice,1970,51
788,789,2133,454966,5th,M,Michael Matheson,Q121780,Falkirk,Falkirk West,Central Scotland,Constituency,"The Cabinet Secretary for Transport, Infrastructure and Connectivity",1970,51
789,790,2135,519451,5th,M,Michael Russell,Q1929110,Argyll and Bute,Argyll and Bute,Highlands and Islands,Constituency,,1953,68
790,791,2135,519451,5th,M,Michael Russell,Q1929110,Argyll and Bute,Argyll and Bute,Highlands and Islands,Constituency,The Minister for UK Negotiations on Scotland’s Place in Europe,1953,68
791,792,2135,519451,5th,M,Michael Russell,Q1929110,Argyll and Bute,Argyll and Bute,Highlands and Islands,Constituency,The Cabinet Secretary for Government Business and Constitutional Relations,1953,68
792,793,2135,519451,5th,M,Michael Russell,Q1929110,Argyll and Bute,Argyll and Bute,Highlands and Islands,Constituency,"The Cabinet Secretary for the Constitution, Europe and External Affairs",1953,68
793,794,2140,160637,5th,M,Mike Rumbles,Q1436381,,,North East Scotland,Region,,1956,65
794,795,2180,162501,5th,M,Richard Lochhead,Q1490268,Moray,Moray,Highlands and Islands,Constituency,"The Cabinet Secretary for Rural Affairs, Food and Environment",1969,52
795,796,2180,162501,5th,M,Richard Lochhead,Q1490268,Moray,Moray,Highlands and Islands,Constituency,,1969,52
796,797,2180,162501,5th,M,Richard Lochhead,Q1490268,Moray,Moray,Highlands and Islands,Constituency,"The Minister for Further Education, Higher Education and Science",1969,52
797,798,2215,270342,5th,M,Stewart Stevenson,Q559613,Highland,Banffshire and Buchan Coast,North East Scotland,Constituency,,1946,75
798,799,2223,168189,5th,M,Tavish Scott,Q1339371,Shetland Islands,Shetland Islands,Highlands and Islands,Constituency,,1966,55
799,800,2345,97451,5th,M,John Scott,Q1701702,North Ayrshire,Ayr,South Scotland,Constituency,The Deputy Presiding Officer,1951,70
800,801,2345,97451,5th,M,John Scott,Q1701702,North Ayrshire,Ayr,South Scotland,Constituency,,1951,70
801,802,2394,243233,5th,M,Murdo Fraser,Q1953630,,,Mid Scotland and Fife,Region,,1965,56
802,803,2615,130207,5th,M,George Adam,Q1282862,Renfrewshire,Paisley,West Scotland,Constituency,,1969,52
803,804,2633,229240,5th,F,Claire Baker,Q744632,,,Mid Scotland and Fife,Region,,1971,50
804,805,2641,98139,5th,M,Alasdair Allan,Q559634,Na h-Eileanan Siar,Na h-Eileanan an Iar,Highlands and Islands,Constituency,"The Minister for Learning, Science and Scotland's Languages",1971,50
805,806,2641,98139,5th,M,Alasdair Allan,Q559634,Na h-Eileanan Siar,Na h-Eileanan an Iar,Highlands and Islands,Constituency,The Minister for International Development and Europe,1971,50
806,807,2641,98139,5th,M,Alasdair Allan,Q559634,Na h-Eileanan Siar,Na h-Eileanan an Iar,Highlands and Islands,Constituency,,1971,50
807,808,2678,146437,5th,M,Jackson Carlaw,Q1231522,East Renfrewshire,Eastwood,West Scotland,Constituency,,1959,62
808,809,2826,173576,5th,M,James Dornan,Q509808,Glasgow City,Glasgow Cathcart,Glasgow,Constituency,,1953,68
809,810,2892,344104,5th,M,Patrick Harvie,Q2057654,,,Glasgow,Region,,1973,48
810,811,3061,104594,5th,F,Margaret Mitchell,Q1894872,,,Central Scotland,Region,,1952,69
811,812,3129,68643,5th,M,Bill Kidd,Q862234,Glasgow City,Glasgow Anniesland,Glasgow,Constituency,,1956,65
812,813,3750,249654,5th,F,Shirley-Anne Somerville,Q2279359,Fife,Dunfermline,Mid Scotland and Fife,Constituency,,1974,47
813,814,3750,249654,5th,F,Shirley-Anne Somerville,Q2279359,Fife,Dunfermline,Mid Scotland and Fife,Constituency,"The Minister for Further Education, Higher Education and Science",1974,47
814,815,3750,249654,5th,F,Shirley-Anne Somerville,Q2279359,Fife,Dunfermline,Mid Scotland and Fife,Constituency,The Cabinet Secretary for Social Security and Older People,1974,47
815,816,3751,62472,5th,M,Colin Beattie,Q1108343,Midlothian,Midlothian North and Musselburgh,Lothian,Constituency,,1951,70
816,817,3758,218829,5th,M,Jamie Hepburn,Q1681399,North Lanarkshire,Cumbernauld and Kilsyth,Central Scotland,Constituency,"The Minister for Sport, Health Improvement and Mental Health",1979,42
817,818,3758,218829,5th,M,Jamie Hepburn,Q1681399,North Lanarkshire,Cumbernauld and Kilsyth,Central Scotland,Constituency,The Minister for Employability and Training,1979,42
818,819,3758,218829,5th,M,Jamie Hepburn,Q1681399,North Lanarkshire,Cumbernauld and Kilsyth,Central Scotland,Constituency,"The Minister for Business, Fair Work and Skills",1979,42
819,820,3759,228784,5th,F,Christina McKelvie,Q1083222,South Lanarkshire,"Hamilton, Larkhall and Stonehouse",Central Scotland,Constituency,,1968,53
820,821,3759,228784,5th,F,Christina McKelvie,Q1083222,South Lanarkshire,"Hamilton, Larkhall and Stonehouse",Central Scotland,Constituency,The Minister for Older People and Equalities,1968,53
821,822,3763,206369,5th,M,Stuart McMillan,Q2357916,Inverclyde,Greenock and Inverclyde,West Scotland,Constituency,,1972,49
822,823,3771,159718,5th,M,Bob Doris,Q887886,Glasgow City,Glasgow Maryhill and Springburn,Glasgow,Constituency,,1973,48
823,824,3775,401541,5th,F,Aileen Campbell,Q405017,South Lanarkshire,Clydesdale,South Scotland,Constituency,The Minister for Children and Young People,1980,41
824,825,3775,401541,5th,F,Aileen Campbell,Q405017,South Lanarkshire,Clydesdale,South Scotland,Constituency,The Minister for Public Health and Sport,1980,41
825,826,3775,401541,5th,F,Aileen Campbell,Q405017,South Lanarkshire,Clydesdale,South Scotland,Constituency,The Cabinet Secretary for Communities and Local Government,1980,41
826,827,3806,174055,5th,M,David Stewart,Q1176741,,,Highlands and Islands,Region,,1956,65
827,828,3812,128033,5th,F,Kezia Dugdale,Q1740370,,,Lothian,Region,,1981,40
828,829,3896,270786,5th,M,Liam McArthur,Q1691804,Orkney Islands,Orkney Islands,Highlands and Islands,Constituency,,1967,54
829,830,3901,211734,5th,M,Joe FitzPatrick,Q1612012,Dundee City,Dundee City West,North East Scotland,Constituency,The Minister for Parliamentary Business,1967,54
830,831,3901,211734,5th,M,Joe FitzPatrick,Q1612012,Dundee City,Dundee City West,North East Scotland,Constituency,"The Minister for Public Health, Sport and Wellbeing",1967,54
831,832,3901,211734,5th,M,Joe FitzPatrick,Q1612012,Dundee City,Dundee City West,North East Scotland,Constituency,,1967,54
832,833,3907,97331,5th,M,Willie Coffey,Q524532,East Ayrshire,Kilmarnock and Irvine Valley,South Scotland,Constituency,,1958,63
833,834,3983,128645,5th,M,Maurice Golden,Q24039803,,,West Scotland,Region,,1980,41
834,835,3985,42386,5th,M,Ross Thomson,Q24034678,,,North East Scotland,Region,,1987,34
835,836,3994,163287,5th,M,Graham Simpson,Q24039900,,,Central Scotland,Region,,1946,75
836,837,4016,12781,5th,M,John Lamont,Q1700778,Scottish Borders,"Ettrick, Roxburgh and Berwickshire",South Scotland,Constituency,,1976,45
837,838,4934,299530,5th,F,Alison Johnstone,Q2647232,,,Lothian,Region,,1965,56
838,839,4938,109981,5th,M,Richard Lyle,Q2150126,North Lanarkshire,Uddingston and Bellshill,Central Scotland,Constituency,,1950,71
839,840,4939,95752,5th,M,Angus MacDonald,Q544483,Falkirk,Falkirk East,Central Scotland,Constituency,,1963,58
840,841,4940,160074,5th,F,Clare Adamson,Q540328,North Lanarkshire,Motherwell and Wishaw,Central Scotland,Constituency,,1967,54
841,842,4941,486032,5th,M,Humza Yousaf,Q174924,Glasgow City,Glasgow Pollok,Glasgow,Constituency,The Minister for Europe and International Development,1985,36
842,843,4941,486032,5th,M,Humza Yousaf,Q174924,Glasgow City,Glasgow Pollok,Glasgow,Constituency,The Minister for Transport and the Islands,1985,36
843,844,4941,486032,5th,M,Humza Yousaf,Q174924,Glasgow City,Glasgow Pollok,Glasgow,Constituency,The Cabinet Secretary for Justice,1985,36
844,845,4947,266150,5th,M,John Finnie,Q1495635,,,Highlands and Islands,Region,,1956,65
845,846,4951,214322,5th,F,Joan McAlpine,Q512681,,,South Scotland,Region,The Parliamentary Liaison Officer to the Office of the First Minister,1962,59
846,847,4951,214322,5th,F,Joan McAlpine,Q512681,,,South Scotland,Region,,1962,59
847,848,4952,312935,5th,M,Paul Wheelhouse,Q2063093,,,South Scotland,Region,The Minister for Community Safety and Legal Affairs,1970,51
848,849,4952,312935,5th,M,Paul Wheelhouse,Q2063093,,,South Scotland,Region,"The Minister for Business, Innovation and Energy",1970,51
849,850,4952,312935,5th,M,Paul Wheelhouse,Q2063093,,,South Scotland,Region,"The Minister for Energy, Connectivity and the Islands",1970,51
850,851,4964,125159,5th,M,Mark McDonald,Q1900265,Aberdeen City,Aberdeen Donside,North East Scotland,Constituency,,1980,41
851,852,4964,125159,5th,M,Mark McDonald,Q1900265,Aberdeen City,Aberdeen Donside,North East Scotland,Constituency,The Minister for Childcare and Early Years,1980,41
852,853,4966,366463,5th,M,Derek Mackay,Q1200058,Renfrewshire,Renfrewshire North and West,West Scotland,Constituency,The Minister for Transport and Islands,1977,44
853,854,4966,366463,5th,M,Derek Mackay,Q1200058,Renfrewshire,Renfrewshire North and West,West Scotland,Constituency,The Cabinet Secretary for Finance and the Constitution,1977,44
854,855,4966,366463,5th,M,Derek Mackay,Q1200058,Renfrewshire,Renfrewshire North and West,West Scotland,Constituency,"The Cabinet Secretary for Finance, Economy and Fair Work",1977,44
855,856,4976,160778,5th,F,Ruth Davidson,Q2177593,City of Edinburgh,Edinburgh Central,Lothian,Constituency,,1978,43
856,857,4981,62259,5th,M,Douglas Ross,Q24039769,,,Highlands and Islands,Region,,1983,38
857,858,4982,180815,5th,M,Edward Mountain,Q24039768,,,Highlands and Islands,Region,,1961,60
